rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week
31,"spotify:track:7pBcryEKcUEaWHwAu1wUyP","Future, Metro Boomin","Magic Don Juan (Princess Diana)","Wilburn Holding Co./Boominati/Epic/Republic",31,-1,1,"5555436",2024-03-28
32,"spotify:track:0Lmbke3KNVFXtoH2mMSHCw","Ariana Grande","the boy is mine","Republic Records",5,11,3,"5501523",2024-03-28
33,"spotify:track:7K3BhSpAxZBznislvUMVtn","Morgan Wallen","Last Night","Big Loud Records / Mercury Records / Republic Records",1,20,61,"5390275",2024-03-28
34,"spotify:track:2GxrNKugF82CnoRFbQfzPf","Artemas","i like the way you kiss me","Artemas",34,-1,1,"5326604",2024-03-28
35,"spotify:track:6WO7IDGLakjO38lsvI2gHB","Benson Boone","Slow It Down","Night Street Records, Inc./Warner Records Inc.",35,-1,1,"5272685",2024-03-28
36,"spotify:track:4q7y1JFDBJSBSLqXVgcI51","Future, Metro Boomin","Runnin Outta Time","Wilburn Holding Co./Boominati/Epic/Republic",36,-1,1,"5088379",2024-03-28
37,"spotify:track:28xOPIPw0joNPwYd0asIT5","Future, Metro Boomin","Fried (She a Vibe)","Wilburn Holding Co./Boominati/Epic/Republic",37,-1,1,"5049459",2024-03-28
38,"spotify:track:2uqYupMHANxnwgeiXTZXzd","Dasha","Austin (Boots Stop Workin')","Warner Records",31,31,3,"4999896",2024-03-28
39,"spotify:track:0R6NfOiLzLj4O5VbYSJAjf","Xavi","La Diabla","Interscope Records",6,26,15,"4953449",2024-03-28
40,"spotify:track:5NAOhPAZ57eFAXr3qatS6i","Yeat","Breathe","Field Trip Recordings/Capitol Records",15,24,6,"4737624",2024-03-28
41,"spotify:track:1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire","Olivia Rodrigo PS",1,49,39,"4723993",2024-03-28
42,"spotify:track:3Vg7nPYlOrCkcV1abKbRQ1","Future, Metro Boomin, Rick Ross","Everyday Hustle","Wilburn Holding Co./Boominati/Epic/Republic",42,-1,1,"4718037",2024-03-28
43,"spotify:track:7sTyAjxDXq9afwfSQy6D0s","Don Toliver","BANDIT","Cactus Jack / Atlantic",15,28,8,"4639100",2024-03-28
44,"spotify:track:0PAcdVzhPO4gq1Iym9ESnK","Morgan Wallen","Thinkin’ Bout Me","Big Loud Records / Mercury Records / Republic Records",9,30,56,"4632440",2024-03-28
45,"spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze","Top Dawg Entertainment/RCA Records",10,27,68,"4576957",2024-03-28
46,"spotify:track:4QTlxavdQGUVitxAvQqqkU","BigXthaPlug","Mmhmm","BigXthaPlug under exclusive license to UnitedMasters LLC",46,48,15,"4532107",2024-03-28
47,"spotify:track:6rjuKpPydT2SxN15TZpV7r","Lil Tecca","500lbs","Galactic Records/Lil Tecca",12,29,29,"4473396",2024-03-28
48,"spotify:track:7EWtB4NKYY3NqBl31PVip9","Peso Pluma, Tito Double P, Joel De La P","LA PEOPLE II","Double P Records",48,-1,1,"4412658",2024-03-28
49,"spotify:track:6me7F0aaZjwDo6RJ5MrfBD","Richy Mitch & The Coal Miners","Evergreen","Richy Mitch & The Coal Miners",40,40,27,"4331329",2024-03-28
50,"spotify:track:6dpLxbF7lfCAnC9QRTjNLK","Good Neighbours","Home","Some Action",35,41,9,"4264884",2024-03-28
51,"spotify:track:1yeB8MUNeLo9Ek1UEpsyz6","Drake, Sexyy Red, SZA","Rich Baby Daddy (feat. Sexyy Red & SZA)","OVO/Republic",11,33,25,"4253219",2024-03-28
52,"spotify:track:2U3jOPfO4wZZFaaWS4Dcj6","Olivia Rodrigo","stranger","Olivia Rodrigo PS",52,-1,1,"4206572",2024-03-28
53,"spotify:track:2Zo1PcszsT9WQ0ANntJbID","Sabrina Carpenter","Feather","Island Records",20,32,18,"4197940",2024-03-28
54,"spotify:track:72qABvaqn3TP6drO2tByA6","Future, Metro Boomin","Ain't No Love","Wilburn Holding Co./Boominati/Epic/Republic",54,-1,1,"4191671",2024-03-28
55,"spotify:track:4XF9fk0STp9hx8xn5Suwpz","Future, Metro Boomin","GTA","Wilburn Holding Co./Boominati/Epic/Republic",55,-1,1,"4166348",2024-03-28
56,"spotify:track:2MjXWroB9wlTG2kqv3avfS","Sexyy Red","Get It Sexyy","Open Shift/gamma.",56,167,2,"4164354",2024-03-28
57,"spotify:track:1VNWdmXSbaNrnWod10WIL0","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","Universal Republic Records",18,35,18,"4142003",2024-03-28
58,"spotify:track:5W4kiM2cUYBJXKRudNyxjW","Morgan Wallen","You Proof","Big Loud Records / Mercury Records / Republic Records",8,43,98,"4130345",2024-03-28
59,"spotify:track:2Dct3GykKZ58hpWRFfe2Qd","Zach Bryan","Heading South","Warner Records",36,39,72,"4121415",2024-03-28
60,"spotify:track:1NtO7EeqbMTr34g4nDLMIM","Hozier","Empire Now","Columbia",60,-1,1,"4119170",2024-03-28
61,"spotify:track:0eBFgRxyVSeuT4iyrbukdn","Luke Combs","Where the Wild Things Are","River House Artists/Columbia Nashville",53,53,7,"4116636",2024-03-28
62,"spotify:track:5D34wRmbFS29AjtTOP2QJe","Ariana Grande","yes, and?","Republic Records",1,25,11,"4112232",2024-03-28
63,"spotify:track:0dEAiKNbHt4mrjjoiL0loc","Xavi","Corazón de Piedra","Interscope Records",63,-1,1,"4056534",2024-03-28
64,"spotify:track:3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White","Boys Don't Cry",30,42,85,"4012299",2024-03-28
65,"spotify:track:2x2olWuWXpqjoeE4bO1NFS","Flo Milli","Never Lose Me","'94 Sounds/RCA Records",6,44,13,"3962790",2024-03-28
66,"spotify:track:1Rweq7vNjK4kZBbGrmxQsl","Ariana Grande","bye","Republic Records",6,23,3,"3924113",2024-03-28
67,"spotify:track:3RwWW7KeVhHGayYJgUL5eZ","Ariana Grande","eternal sunshine","Republic Records",7,21,3,"3922070",2024-03-28
68,"spotify:track:5PyDJG7SQRgWXefgexqIge","Doja Cat","Agora Hills","Kemosabe Records/RCA Records",6,38,27,"3902371",2024-03-28
69,"spotify:track:3cBsEDNhFI9E82vPj3kvi3","Morgan Wallen","Wasted On You","Big Loud / Republic",3,52,166,"3860222",2024-03-28
70,"spotify:track:3h5TiWTqGxjSjFrbruPFH9","YG Marley","Praise Jah In The Moonlight","YG Marley Music",23,47,9,"3821499",2024-03-28
71,"spotify:track:68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz","Roc Nation Records LLC",10,51,320,"3797417",2024-03-28
72,"spotify:track:5aIVCx5tnk0ntmdiinnYvw","Tyla","Water","FAX Records/Epic",23,74,26,"3743897",2024-03-28
73,"spotify:track:7KA4W4McWYRpgf0fWsJZWB","Tyler, The Creator, Kali Uchis","See You Again (feat. Kali Uchis)","Columbia",5,55,143,"3728286",2024-03-28
74,"spotify:track:1udwFobQ1JoOdWPQrp2b6u","JID, 21 Savage, Baby Tate","Surround Sound (feat. 21 Savage & Baby Tate)","Dreamville/Interscope",11,46,25,"3720496",2024-03-28
75,"spotify:track:3QS9ZCtoSCJhmaJ7QNXSAS","4batz, Drake","act ii: date @ 8 (feat. Drake) - remix","4batz / OVO Sound",27,36,3,"3711656",2024-03-28
76,"spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY","Xavi","La Víctima","Interscope Records",16,54,17,"3698623",2024-03-28
77,"spotify:track:7aqfrAY2p9BUSiupwk3svU","Drake, J. Cole","First Person Shooter (feat. J. Cole)","OVO/Republic",2,72,25,"3694777",2024-03-28
78,"spotify:track:1SjsVdSXpwm1kTdYEHoPIT","Zach Bryan","Sun to Me","Warner Records",51,69,46,"3685359",2024-03-28
79,"spotify:track:6XjDF6nds4DE2BBbagZol6","FloyyMenor, Cris Mj","Gata Only","FloyyMenor under exclusive license to UnitedMasters LLC",79,114,3,"3676787",2024-03-28
80,"spotify:track:6dBUzqjtbnIa1TwYbyw5CM","TV Girl","Lovers Rock","TV Girl",38,58,71,"3615390",2024-03-28
81,"spotify:track:7JqH46zlr7XV7vMBt4slE6","Olivia Rodrigo","scared of my guitar","Olivia Rodrigo PS",81,-1,1,"3571374",2024-03-28
82,"spotify:track:3FqUPvubYeRCMsdJ02QyZR","Fuerza Regida","TÚ NAME","Rancho Humilde/Street Mob Records",81,81,4,"3541023",2024-03-28
83,"spotify:track:3hxIUxnT27p5WcmjGUXNwx","Hotel Ugly","Shut up My Moms Calling","Hotel Ugly, under exclusive license to Amuseio AB",29,62,82,"3481225",2024-03-28
84,"spotify:track:2kE2HFBFkJ0VMw3igxYohz","Jessie Murph, Jelly Roll","Wild Ones (feat. Jelly Roll)","Columbia",55,66,25,"3453378",2024-03-28
85,"spotify:track:4EWCNWgDS8707fNSZ1oaA5","Kanye West","Heartless","Roc-A-Fella",37,60,130,"3435315",2024-03-28
86,"spotify:track:1xwvjqcwflD2NEqRCNcCo2","Future, Metro Boomin","WTFYM","Wilburn Holding Co./Boominati/Epic/Republic",86,-1,1,"3433993",2024-03-28
87,"spotify:track:7pDfRnoEDRkcz7bQsOjnPc","Cardi B","Enough (Miami)","Atlantic Records",37,37,2,"3415338",2024-03-28
88,"spotify:track:0bJAmhSAeMSfsyazOEUVFf","Olivia Rodrigo","girl i’ve always been","Olivia Rodrigo PS",88,-1,1,"3403750",2024-03-28
89,"spotify:track:2YSzYUF3jWqb9YP9VXmpjE","Drake, Yeat","IDGAF (feat. Yeat)","OVO/Republic",1,65,25,"3371760",2024-03-28
90,"spotify:track:4KW1lqgSr8TKrvBII0Brf8","Kanye West","Father Stretch My Hands Pt. 1","Rock The World/IDJ/Kanye LP7",27,73,109,"3364084",2024-03-28
91,"spotify:track:1Lo0QY9cvc8sUB2vnIOxDT","Luke Combs","Fast Car","River House Artists/Columbia Nashville",4,63,53,"3352708",2024-03-28
92,"spotify:track:0OWhKvvsHptt6vnnNUSM9a","Zach Bryan","Oklahoma Smokeshow","Warner Records",70,70,37,"3345372",2024-03-28
93,"spotify:track:5imsnhkfPCm3wajS9ksb21","Future, Metro Boomin","Seen it All","Wilburn Holding Co./Boominati/Epic/Republic",93,-1,1,"3321129",2024-03-28
94,"spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q","Billie Eilish","What Was I Made For? [From The Motion Picture ""Barbie""]","Darkroom/Interscope Records",6,59,37,"3309395",2024-03-28
95,"spotify:track:2o1pb13quMReXZqE7jWsgq","Ariana Grande","intro (end of the world)","Republic Records",18,50,3,"3284966",2024-03-28
96,"spotify:track:3IX0yuEVvDbnqUwMBB3ouC","Olivia Rodrigo","bad idea right?","Olivia Rodrigo PS",1,198,30,"3272497",2024-03-28
97,"spotify:track:4HMop4Re0iucehmF7mgV27","4batz","act ii: date @ 8","4Batz",27,61,12,"3259430",2024-03-28
98,"spotify:track:3IznIgmXtrUaoPWpQTy5jB","TV Girl","Not Allowed","TV Girl",39,86,46,"3205682",2024-03-28
99,"spotify:track:6wsqVwoiVH2kde4k4KKAFU","Travis Scott","I KNOW ?","Cactus Jack/Epic",3,56,35,"3162452",2024-03-28
100,"spotify:track:34sOdxWu9FljH84UXdRwu1","Olivia Rodrigo","all-american bitch","Olivia Rodrigo PS",5,-1,10,"3148417",2024-03-28
101,"spotify:track:4pCbJC43j3gSqG6Fen6upD","Zach Bryan, The War And Treaty","Hey Driver (feat. The War and Treaty)","Warner Records",3,83,31,"3142347",2024-03-28
102,"spotify:track:0rxSRS0Cpw0Hxi7zLNudhm","GloRilla","Yeah Glo!","CMG/Interscope Records",76,76,3,"3122878",2024-03-28
103,"spotify:track:26YxqhG0XM48N7NgWFieHy","Hozier","Fare Well","Columbia",103,-1,1,"3110452",2024-03-28
104,"spotify:track:4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean","300 Entertainment",1,79,41,"3104954",2024-03-28
105,"spotify:track:4E63weMCaNZuGPEFMnuEi8","Tate McRae","exes","RCA Records Label",16,82,19,"3093701",2024-03-28
106,"spotify:track:0qRR9d89hIS0MHRkQ0ejxX","Daryl Hall & John Oates","Rich Girl","RCA Records Label",88,88,5,"3076098",2024-03-28
107,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",13,87,188,"3072670",2024-03-28
108,"spotify:track:6CvTEtGagmzQvkUzzyKR9k","Fuerza Regida, Marshmello","HARLEY QUINN","Rancho Humilde/Street Mob Records",20,80,22,"3068061",2024-03-28
109,"spotify:track:56y1jOTK0XSvJzVv9vHQBK","Doja Cat","Paint The Town Red","Kemosabe Records/RCA Records",1,71,34,"3048253",2024-03-28
110,"spotify:track:7DfFc7a6Rwfi3YQMRbDMau","Frank Ocean","Thinkin Bout You","Red Zone Entertainment / IDJ",42,78,13,"3036604",2024-03-28
111,"spotify:track:3Ua0m0YmEjrMi9XErKcNiR","Jimin","Like Crazy","BIGHIT MUSIC",70,99,22,"3025278",2024-03-28
112,"spotify:track:142PiXzA84lmEw2RstFHFa","Ariana Grande","supernatural","Republic Records",14,34,3,"3020911",2024-03-28
113,"spotify:track:6uIIdjYTxxpWOyWuVXrKQO","Calle 24, Chino Pacas, Fuerza Regida","Que Onda","Street Mob Records - Rancho Humilde",40,89,30,"3019375",2024-03-28
114,"spotify:track:7fveJ3pk1eSfxBdVkzdXZ0","Morgan Wallen, ERNEST","Cowgirls (feat. ERNEST)","Big Loud Records / Mercury Records / Republic Records",32,94,49,"3018210",2024-03-28
115,"spotify:track:7yNf9YjeO5JXUE3JEBgnYc","Dominic Fike","Babydoll","Columbia",100,100,4,"3001549",2024-03-28
116,"spotify:track:0ofHAoxe9vBkTCp2UQIavz","Fleetwood Mac","Dreams - 2004 Remaster","Rhino/Warner Records",6,85,167,"2981029",2024-03-28
117,"spotify:track:04CyMEHliadfQWMUJb1w99","¥$, Kanye West, Ty Dolla $ign","BURN","Ye",12,64,7,"2979078",2024-03-28
118,"spotify:track:7GUhiAHLoVy1V8ucQuZ3CB","The Weeknd, Playboi Carti, Madonna","Popular (with Playboi Carti & Madonna)","Universal Republic Records",16,84,37,"2963469",2024-03-28
119,"spotify:track:30TcFxtFyju8isK6Hjo9KY","Future, Metro Boomin","Where My Twin @ - Bonus","Wilburn Holding Co./Boominati/Epic/Republic",119,-1,1,"2918819",2024-03-28
120,"spotify:track:1xK59OXxi2TAAAbmZK0kBL","d4vd","Romantic Homicide","Darkroom/Interscope Records",3,103,86,"2899313",2024-03-28
121,"spotify:track:0RiRZpuVRbi7oqRdSMwhQY","Post Malone, Swae Lee","Sunflower - Spider-Man: Into the Spider-Verse","Republic Records",1,95,280,"2890538",2024-03-28
122,"spotify:track:1QvDl9tBq6PsMVE7Bf2ZOV","Ole 60","smoke & a light","Red Door Records/Grey Area Music",122,-1,1,"2871735",2024-03-28
123,"spotify:track:2tznHmp70DxMyr2XhWLOW0","Cage The Elephant","Cigarette Daydreams","RCA Records Label",104,104,66,"2867361",2024-03-28
124,"spotify:track:7iQXYTyuG13aoeHxGG28Nh","Bad Bunny, Feid","PERRO NEGRO","Rimas Entertainment LLC",10,102,24,"2854037",2024-03-28
125,"spotify:track:1Iq8oo9XkmmvCQiGOfORiz","Taylor Swift","Is It Over Now? (Taylor's Version) (From The Vault)","Taylor Swift",1,97,22,"2853013",2024-03-28
126,"spotify:track:3azJifCSqg9fRij2yKIbWz","Tory Lanez","The Color Violet","One Umbrella Records",26,91,82,"2852707",2024-03-28
127,"spotify:track:5jfhLCSIFUO4ndzNRh4w4G","Zach Bryan","Burn, Burn, Burn","Warner Records",68,105,33,"2843738",2024-03-28
128,"spotify:track:1zi7xx7UVEFkmKfv06H8x0","Drake, Wizkid, Kyla","One Dance","Cash Money Records/Young Money Ent./Universal Rec.",13,108,94,"2836165",2024-03-28
129,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Cactus Jack / Epic",8,116,284,"2831063",2024-03-28
130,"spotify:track:5TRPicyLGbAF2LGBFbHGvO","Kanye West, Dwele","Flashing Lights","Roc-A-Fella",53,93,115,"2830407",2024-03-28
131,"spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","Kendrick Lamar, SZA","All The Stars (with SZA)","Black Panther (TDE/DMG) PS",2,117,81,"2816703",2024-03-28
132,"spotify:track:4O2rRsoSPb5aN7N3tG6Y3v","Noah Kahan","Northern Attitude","Mercury Records/Republic Records",16,119,13,"2811610",2024-03-28
133,"spotify:track:73zawW1ttszLRgT9By826D","Morgan Wallen, Eric Church","Man Made A Bar (feat. Eric Church)","Big Loud Records / Mercury Records / Republic Records",13,125,22,"2807121",2024-03-28
134,"spotify:track:3EaJDYHA0KnX88JvDhL9oa","Steve Lacy","Dark Red","Three Quarter",16,106,138,"2806422",2024-03-28
135,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",62,121,81,"2794246",2024-03-28
136,"spotify:track:1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill","Top Dawg Entertainment/RCA Records",1,98,68,"2792719",2024-03-28
137,"spotify:track:0o3ua5ufFK7nfRzbDUNoGA","Ariana Grande","don't wanna break up again","Republic Records",15,45,3,"2792589",2024-03-28
138,"spotify:track:22VHOlVYBqytsrAqV8yXBK","Noah Kahan, Post Malone","Dial Drunk (with Post Malone)","Mercury Records/Republic Records",13,133,37,"2776616",2024-03-28
139,"spotify:track:2UikqkwBv7aIvlixeVXHWt","Chris Stapleton","You Should Probably Leave","Mercury Nashville",56,111,40,"2767432",2024-03-28
140,"spotify:track:0WIv5qV41y6YjjB9V1biuC","Muni Long","Made For Me","Supergiant Records, LLC / Def Jam Recordings",65,101,7,"2767240",2024-03-28
141,"spotify:track:1HbzxLqpNVPdiBXvpC7Ovb","The Red Clay Strays","Wondering Why","Red Clay Strays",83,107,17,"2747476",2024-03-28
142,"spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j","Metro Boomin, Future, Chris Brown","Superhero (Heroes & Villains) [with Future & Chris Brown]","Republic Records",2,146,69,"2737834",2024-03-28
143,"spotify:track:0V3wPSX9ygBnCm8psDIegu","Taylor Swift","Anti-Hero","Taylor Swift",1,118,75,"2734750",2024-03-28
144,"spotify:track:4PMqSO5qyjpvzhlLI5GnID","SZA","Good Days","Top Dawg Entertainment/RCA Records",1,96,138,"2729741",2024-03-28
145,"spotify:track:4OMJGnvZfDvsePyCwRGO7X","Dua Lipa","Houdini","Warner Records",18,115,17,"2711865",2024-03-28
146,"spotify:track:2gyxAWHebV7xPYVxqoi86f","Olivia Rodrigo","get him back!","Olivia Rodrigo PS",4,-1,16,"2706051",2024-03-28
147,"spotify:track:4kjI1gwQZRKNDkw1nI475M","Travis Scott","MY EYES","Cactus Jack/Epic",8,92,22,"2700719",2024-03-28
148,"spotify:track:5g7sDjBhZ4I3gcFIpkrLuI","Bruno Mars","Locked out of Heaven","Atlantic Records",122,142,14,"2693290",2024-03-28
149,"spotify:track:003vvx7Niy0yvhvHt4a68B","The Killers","Mr. Brightside","Island Records",50,110,187,"2689844",2024-03-28
150,"spotify:track:4dtIxANFBU6CfhI9c2hf2g","Dylan Gossett","Coal","Dylan Gossett",78,144,12,"2686609",2024-03-28
151,"spotify:track:58ge6dfP91o9oXMzq3XkIS","Arctic Monkeys","505","Domino/Warner Records",18,147,167,"2678254",2024-03-28
152,"spotify:track:6dgUya35uo964z7GZXM07g","Sabrina Carpenter","Nonsense","Island Records",15,109,63,"2674842",2024-03-28
153,"spotify:track:3fqwjXwUGN6vbzIwvyFMhx","Chris Stapleton","Tennessee Whiskey","Mercury Nashville",92,122,147,"2671948",2024-03-28
154,"spotify:track:35PKfoynRpVFoAUE3D5Kc6","Hozier","Work Song","Columbia",154,170,5,"2655641",2024-03-28
155,"spotify:track:2LBqCSwhJGcFQeTHMVGwy3","The Weeknd","Die For You","Universal Republic Records",8,130,159,"2650240",2024-03-28
156,"spotify:track:5rb9QrpfcKFHM1EUbSIurX","USHER, Lil Jon, Ludacris","Yeah! (feat. Lil Jon & Ludacris)","LaFace Records",24,123,7,"2647862",2024-03-28
157,"spotify:track:0yc6Gst2xkRu0eMLeRMGCX","Cigarettes After Sex","Apocalypse","Partisan Records",49,138,86,"2639549",2024-03-28
158,"spotify:track:3U5JVgI2x4rDyHGObzJfNf","Natasha Bedingfield","Unwritten","Sony Music CG",85,120,12,"2636195",2024-03-28
159,"spotify:track:69AIpwGNLxr4qS1X5ynx60","Jordan Davis, Luke Bryan","Buy Dirt","MCA Nashville",67,124,97,"2632681",2024-03-28
160,"spotify:track:4lH6nENd1y81jp7Yt9lTBX","Future","Solo","Epic/Freebandz/A1",123,143,27,"2620968",2024-03-28
161,"spotify:track:5LhI8m7n8xlQmNe3b7Rwis","Natanael Cano, Oscar Maydon","Madonna","WEA Latina",161,-1,1,"2618567",2024-03-28
162,"spotify:track:4SqWKzw0CbA05TGszDgMlc","The Walters","I Love You So","Warner Records",9,150,82,"2611444",2024-03-28
163,"spotify:track:2fXwCWkh6YG5zU1IyvQrbs","SZA","Broken Clocks","Top Dawg Entertainment/RCA Records",130,139,5,"2607835",2024-03-28
164,"spotify:track:2XHzzp1j4IfTNp1FTn7YFg","Lil Wayne, Drake, Future","Love Me","CM/Republic",79,132,43,"2606085",2024-03-28
165,"spotify:track:6Qb7YsAqH4wWFUMbGsCpap","Dua Lipa","Training Season","Warner Records",24,112,6,"2601736",2024-03-28
166,"spotify:track:2LawezPeJhN4AWuSB0GtAU","Creedence Clearwater Revival","Have You Ever Seen The Rain","Craft Recordings",94,140,15,"2593448",2024-03-28
167,"spotify:track:4S4QJfBGGrC8jRIjJHf1Ka","PinkPantheress","Pain","Parlophone UK",48,173,44,"2592841",2024-03-28
168,"spotify:track:3yrSvpt2l1xhsV9Em88Pul","Van Morrison","Brown Eyed Girl","Columbia/Legacy",135,136,7,"2590583",2024-03-28
169,"spotify:track:1eUGmzzvahJjOSWgDHuRlv","Miguel","Girl With The Tattoo Enter.lewd","Jive",101,134,12,"2586360",2024-03-28
170,"spotify:track:5gDWsRxpJ2lZAffh5p7K0w","The Weeknd, Lana Del Rey","Stargirl Interlude","Universal Republic Records",56,135,91,"2571282",2024-03-28
171,"spotify:track:3F5CgOj3wFlRv51JsHbxhe","Drake, 21 Savage","Jimmy Cooks (feat. 21 Savage)","OVO",2,129,93,"2569344",2024-03-28
172,"spotify:track:1ACA277B6f46DYCgZW8di3","Artemas","if u think i'm pretty","Artemas",162,187,3,"2566830",2024-03-28
173,"spotify:track:2HbKqm4o0w5wEeEFXm2sD4","Kendrick Lamar, Jay Rock","Money Trees","Aftermath",41,166,171,"2563367",2024-03-28
