rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week
26,"spotify:track:7K3BhSpAxZBznislvUMVtn","Morgan Wallen","Last Night","Big Loud Records / Mercury Records / Republic Records",1,23,54,"5111003",2024-02-08
27,"spotify:track:4HMop4Re0iucehmF7mgV27","4batz","act ii: date @ 8","4Batz",27,30,5,"5084744",2024-02-08
28,"spotify:track:5PyDJG7SQRgWXefgexqIge","Doja Cat","Agora Hills","Kemosabe Records/RCA Records",6,25,20,"4992687",2024-02-08
29,"spotify:track:1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire","Olivia Rodrigo PS",1,40,32,"4963192",2024-02-08
30,"spotify:track:4w2Furap0ZzaiK4J14E9sR","Ice Spice","Think U The Shit (Fart)","10K Projects/Capitol Records",21,21,2,"4812469",2024-02-08
31,"spotify:track:3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White","Boys Don't Cry",30,36,78,"4809750",2024-02-08
32,"spotify:track:2YSzYUF3jWqb9YP9VXmpjE","Drake, Yeat","IDGAF (feat. Yeat)","OVO/Republic",1,27,18,"4797781",2024-02-08
33,"spotify:track:4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean","300 Entertainment",1,35,34,"4761933",2024-02-08
34,"spotify:track:42VsgItocQwOQC3XWZ8JNA","Travis Scott, Playboi Carti","FE!N (feat. Playboi Carti)","Cactus Jack/Epic",2,45,28,"4754014",2024-02-08
35,"spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q","Billie Eilish","What Was I Made For? [From The Motion Picture ""Barbie""]","Darkroom/Interscope Records",6,50,30,"4505456",2024-02-08
36,"spotify:track:1a73gcEg6h6Re6hHXoVltJ","Nicki Minaj","FTCU","Republic Records",7,24,9,"4443834",2024-02-08
37,"spotify:track:56y1jOTK0XSvJzVv9vHQBK","Doja Cat","Paint The Town Red","Kemosabe Records/RCA Records",1,32,27,"4425741",2024-02-08
38,"spotify:track:6dpLxbF7lfCAnC9QRTjNLK","Good Neighbours","Home","Some Action",38,61,2,"4387385",2024-02-08
39,"spotify:track:7KA4W4McWYRpgf0fWsJZWB","Tyler, The Creator, Kali Uchis","See You Again (feat. Kali Uchis)","Columbia",5,39,136,"4376471",2024-02-08
40,"spotify:track:7aqfrAY2p9BUSiupwk3svU","Drake, J. Cole","First Person Shooter (feat. J. Cole)","OVO/Republic",2,37,18,"4365333",2024-02-08
41,"spotify:track:3h5TiWTqGxjSjFrbruPFH9","YG Marley","Praise Jah In The Moonlight","YG Marley Music",41,81,2,"4337058",2024-02-08
42,"spotify:track:1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill","Top Dawg Entertainment/RCA Records",1,59,61,"4307998",2024-02-08
43,"spotify:track:68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz","Roc Nation Records LLC",10,38,313,"4304049",2024-02-08
44,"spotify:track:0PAcdVzhPO4gq1Iym9ESnK","Morgan Wallen","Thinkin’ Bout Me","Big Loud Records / Mercury Records / Republic Records",9,41,49,"4272477",2024-02-08
45,"spotify:track:1Lo0QY9cvc8sUB2vnIOxDT","Luke Combs","Fast Car","River House Artists/Columbia Nashville",4,95,46,"4246120",2024-02-08
46,"spotify:track:2yUzr8Sr6ldG8vmHhZwTnz","21 Savage, Travis Scott, Metro Boomin","née-nah","Slaughter Gang, LLC/Epic Records",5,31,4,"4230490",2024-02-08
47,"spotify:track:2Zo1PcszsT9WQ0ANntJbID","Sabrina Carpenter","Feather","Island Records",20,28,11,"4204603",2024-02-08
48,"spotify:track:4E63weMCaNZuGPEFMnuEi8","Tate McRae","exes","RCA Records Label",16,47,12,"4171826",2024-02-08
49,"spotify:track:6dBUzqjtbnIa1TwYbyw5CM","TV Girl","Lovers Rock","TV Girl",38,44,64,"4141914",2024-02-08
50,"spotify:track:1Iq8oo9XkmmvCQiGOfORiz","Taylor Swift","Is It Over Now? (Taylor's Version) (From The Vault)","Taylor Swift",1,49,15,"4079582",2024-02-08
51,"spotify:track:4tKGFmENO69tZR9ahgZu48","Sophie Ellis-Bextor","Murder On The Dancefloor","Polydor Records",28,34,6,"4063840",2024-02-08
52,"spotify:track:4KW1lqgSr8TKrvBII0Brf8","Kanye West","Father Stretch My Hands Pt. 1","Rock The World/IDJ/Kanye LP7",51,53,102,"4055657",2024-02-08
53,"spotify:track:2Dct3GykKZ58hpWRFfe2Qd","Zach Bryan","Heading South","Warner Records",36,52,65,"4044330",2024-02-08
54,"spotify:track:4EWCNWgDS8707fNSZ1oaA5","Kanye West","Heartless","Roc-A-Fella",40,43,123,"3976478",2024-02-08
55,"spotify:track:47Xj8eIAp7hYOOqArmkqZE","Morgan Wallen","Spin You Around (1/24)","Big Loud Records / Mercury Records",29,29,2,"3974950",2024-02-08
56,"spotify:track:3hxIUxnT27p5WcmjGUXNwx","Hotel Ugly","Shut up My Moms Calling","Hotel Ugly, under exclusive license to Amuseio AB",29,54,75,"3761772",2024-02-08
57,"spotify:track:5W4kiM2cUYBJXKRudNyxjW","Morgan Wallen","You Proof","Big Loud Records / Mercury Records / Republic Records",8,51,91,"3749751",2024-02-08
58,"spotify:track:6uIIdjYTxxpWOyWuVXrKQO","Calle 24, Chino Pacas, Fuerza Regida","Que Onda","Street Mob Records - Rancho Humilde",40,46,23,"3716324",2024-02-08
59,"spotify:track:6CvTEtGagmzQvkUzzyKR9k","Fuerza Regida, Marshmello","HARLEY QUINN","Rancho Humilde/Street Mob Records",20,56,15,"3706556",2024-02-08
60,"spotify:track:3IznIgmXtrUaoPWpQTy5jB","TV Girl","Not Allowed","TV Girl",39,58,39,"3700215",2024-02-08
61,"spotify:track:0V3wPSX9ygBnCm8psDIegu","Taylor Swift","Anti-Hero","Taylor Swift",1,98,68,"3695412",2024-02-08
62,"spotify:track:3cBsEDNhFI9E82vPj3kvi3","Morgan Wallen","Wasted On You","Big Loud / Republic",3,48,159,"3670410",2024-02-08
63,"spotify:track:3Pbp7cUCx4d3OAkZSCoNvn","Michael Marcagi","Scared To Start","Warner Records",63,84,3,"3664954",2024-02-08
64,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",13,60,181,"3650674",2024-02-08
65,"spotify:track:7DSAEUvxU8FajXtRloy8M0","Miley Cyrus","Flowers","Columbia",1,-1,44,"3619249",2024-02-08
66,"spotify:track:6me7F0aaZjwDo6RJ5MrfBD","Richy Mitch & The Coal Miners","Evergreen","Richy Mitch & The Coal Miners",63,63,20,"3616964",2024-02-08
67,"spotify:track:1xK59OXxi2TAAAbmZK0kBL","d4vd","Romantic Homicide","Darkroom/Interscope Records",3,64,79,"3496783",2024-02-08
68,"spotify:track:4pCbJC43j3gSqG6Fen6upD","Zach Bryan, The War And Treaty","Hey Driver (feat. The War and Treaty)","Warner Records",3,75,24,"3480449",2024-02-08
69,"spotify:track:05WVKTdZhlIMX4qqMLuo0f","Peso Pluma, Anitta","BELLAKEO","Double P Records",35,55,8,"3470932",2024-02-08
70,"spotify:track:5aIVCx5tnk0ntmdiinnYvw","Tyla","Water","FAX Records/Epic",23,68,19,"3459216",2024-02-08
71,"spotify:track:7sRz3vO2bEMhZGEkjnfMxb","Keith David, Blake Roman, Andrew Underberg, Sam Haft","Loser, Baby","A24 Music",71,150,2,"3459162",2024-02-08
72,"spotify:track:4kjI1gwQZRKNDkw1nI475M","Travis Scott","MY EYES","Cactus Jack/Epic",8,91,15,"3449949",2024-02-08
73,"spotify:track:7iQXYTyuG13aoeHxGG28Nh","Bad Bunny, Feid","PERRO NEGRO","Rimas Entertainment LLC",10,73,17,"3441438",2024-02-08
74,"spotify:track:3azJifCSqg9fRij2yKIbWz","Tory Lanez","The Color Violet","One Umbrella Records",26,67,75,"3420643",2024-02-08
75,"spotify:track:3DK6m7It6Pw857FcQftMds","Kanye West, Pusha T","Runaway","Roc-A-Fella",63,71,13,"3372139",2024-02-08
76,"spotify:track:5fEB6ZmVkg63GZg9qO86jh","PARTYNEXTDOOR","Break from Toronto","OVO Sound",67,85,49,"3369634",2024-02-08
77,"spotify:track:4TJUS843fKiqqIzycM74Oy","Toby Keith","Should've Been A Cowboy","Mercury Nashville",77,-1,1,"3361243",2024-02-08
78,"spotify:track:6ZXL1A1BVshe1JZ1IY734k","Blake Roman, Sam Haft, Andrew Underberg","Poison - Hazbin Hotel Original Soundtrack","A24 Music",78,-1,1,"3338626",2024-02-08
79,"spotify:track:2kE2HFBFkJ0VMw3igxYohz","Jessie Murph, Jelly Roll","Wild Ones (feat. Jelly Roll)","Columbia",79,90,18,"3323473",2024-02-08
80,"spotify:track:3F5CgOj3wFlRv51JsHbxhe","Drake, 21 Savage","Jimmy Cooks (feat. 21 Savage)","OVO",2,72,86,"3288327",2024-02-08
81,"spotify:track:5mjYQaktjmjcMKcUIcqz4s","Kenya Grace","Strangers","Warner Records/Major Recordings",17,70,22,"3284210",2024-02-08
82,"spotify:track:4QTlxavdQGUVitxAvQqqkU","BigXthaPlug","Mmhmm","BigXthaPlug under exclusive license to UnitedMasters LLC",62,66,8,"3278847",2024-02-08
83,"spotify:track:3EaJDYHA0KnX88JvDhL9oa","Steve Lacy","Dark Red","Three Quarter",16,78,131,"3278419",2024-02-08
84,"spotify:track:7yq4Qj7cqayVTp3FF9CWbm","Vance Joy","Riptide","Atlantic Records",67,69,46,"3270863",2024-02-08
85,"spotify:track:3U5JVgI2x4rDyHGObzJfNf","Natasha Bedingfield","Unwritten","Sony Music CG",85,99,5,"3270148",2024-02-08
86,"spotify:track:22VHOlVYBqytsrAqV8yXBK","Noah Kahan, Post Malone","Dial Drunk (with Post Malone)","Mercury Records/Republic Records",13,87,30,"3261427",2024-02-08
87,"spotify:track:0ofHAoxe9vBkTCp2UQIavz","Fleetwood Mac","Dreams - 2004 Remaster","Rhino/Warner Records",6,113,160,"3243289",2024-02-08
88,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",62,77,74,"3234487",2024-02-08
89,"spotify:track:5TRPicyLGbAF2LGBFbHGvO","Kanye West, Dwele","Flashing Lights","Roc-A-Fella",53,74,108,"3232546",2024-02-08
90,"spotify:track:1vYXt7VSjH9JIM5oRRo7vA","Dua Lipa","Dance The Night - From Barbie The Album","Atlantic Records",9,89,37,"3230084",2024-02-08
91,"spotify:track:1HbzxLqpNVPdiBXvpC7Ovb","The Red Clay Strays","Wondering Why","Red Clay Strays",83,93,10,"3190059",2024-02-08
92,"spotify:track:2LBqCSwhJGcFQeTHMVGwy3","The Weeknd","Die For You","Universal Republic Records",8,76,152,"3187367",2024-02-08
93,"spotify:track:4R2kfaDFhslZEMJqAFNpdd","Taylor Swift","cardigan","Taylor Swift",1,115,71,"3186416",2024-02-08
94,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group, LLC",11,80,43,"3159069",2024-02-08
95,"spotify:track:5gDWsRxpJ2lZAffh5p7K0w","The Weeknd, Lana Del Rey","Stargirl Interlude","Universal Republic Records",56,82,84,"3137163",2024-02-08
96,"spotify:track:2XHzzp1j4IfTNp1FTn7YFg","Lil Wayne, Drake, Future","Love Me","CM/Republic",79,86,36,"3121526",2024-02-08
97,"spotify:track:1R0a2iXumgCiFb7HEZ7gUE","Taylor Swift","Don’t Blame Me","Big Machine Records, LLC",49,116,79,"3118637",2024-02-08
98,"spotify:track:2FoahzOSxJnalPA8aBUme3","21 Savage","all of me","Slaughter Gang, LLC/Epic Records",13,65,4,"3103431",2024-02-08
99,"spotify:track:003vvx7Niy0yvhvHt4a68B","The Killers","Mr. Brightside","Island Records",50,88,180,"3098841",2024-02-08
100,"spotify:track:6x9pCndnXEoea0CMcfjs9W","21 Savage, Doja Cat","n.h.i.e.","Slaughter Gang, LLC/Epic Records",9,57,4,"3098400",2024-02-08
101,"spotify:track:0B7wvvmu9EISAwZnOpjhNI","Bruno Mars","When I Was Your Man","Atlantic Records",101,-1,15,"3082045",2024-02-08
102,"spotify:track:0OWhKvvsHptt6vnnNUSM9a","Zach Bryan","Oklahoma Smokeshow","Warner Records",73,92,30,"3081909",2024-02-08
103,"spotify:track:0QosomGFiJYOxj2ViZfqng","Justin Timberlake","Selfish","RCA Records Label",62,62,2,"3072146",2024-02-08
104,"spotify:track:1dGr1c8CrMLDpV6mPbImSI","Taylor Swift","Lover","Taylor Swift",1,121,63,"3032286",2024-02-08
105,"spotify:track:0JXXNGljqupsJaZsgSbMZV","Miguel","Sure Thing","Jive",10,100,70,"3028569",2024-02-08
106,"spotify:track:2J6OF7CkpdQGSfm1wdclqn","Brent Faiyaz","Clouded","Lost Kids",39,123,69,"2984852",2024-02-08
107,"spotify:track:0yc6Gst2xkRu0eMLeRMGCX","Cigarettes After Sex","Apocalypse","Partisan Records",49,103,79,"2980841",2024-02-08
108,"spotify:track:7BqBn9nzAq8spo5e7cZ0dJ","Bruno Mars","Just the Way You Are","Atlantic Records",108,-1,1,"2970262",2024-02-08
109,"spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j","Metro Boomin, Future, Chris Brown","Superhero (Heroes & Villains) [with Future & Chris Brown]","Republic Records",2,105,62,"2969345",2024-02-08
110,"spotify:track:5RqSsdzTNPX1uzkmlHCFvK","KAROL G, Peso Pluma","QLONA","Bichota/Interscope Records",16,83,26,"2965848",2024-02-08
111,"spotify:track:4PMqSO5qyjpvzhlLI5GnID","SZA","Good Days","Top Dawg Entertainment/RCA Records",1,146,131,"2962278",2024-02-08
112,"spotify:track:3hRV0jL3vUpRrcy398teAU","Lord Huron","The Night We Met","IAMSOUND",48,108,94,"2954527",2024-02-08
113,"spotify:track:4OMJGnvZfDvsePyCwRGO7X","Dua Lipa","Houdini","Warner Records",18,147,10,"2916021",2024-02-08
114,"spotify:track:504V1vhYyHGHusNhEKvOV5","Jeremy Jordan, Amir Talai, Erika Henningsen, Kimiko Glenn, Andrew Underberg, Sam Haft","Hell’s Greatest Dad","A24 Music",114,-1,1,"2913797",2024-02-08
115,"spotify:track:1zi7xx7UVEFkmKfv06H8x0","Drake, Wizkid, Kyla","One Dance","Cash Money Records/Young Money Ent./Universal Rec.",13,110,87,"2909104",2024-02-08
116,"spotify:track:2HbKqm4o0w5wEeEFXm2sD4","Kendrick Lamar, Jay Rock","Money Trees","Aftermath",41,104,164,"2885148",2024-02-08
117,"spotify:track:2UikqkwBv7aIvlixeVXHWt","Chris Stapleton","You Should Probably Leave","Mercury Nashville",96,106,33,"2882052",2024-02-08
118,"spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","Kendrick Lamar, SZA","All The Stars (with SZA)","Black Panther (TDE/DMG) PS",2,137,74,"2874726",2024-02-08
119,"spotify:track:7KokYm8cMIXCsGVmUvKtqf","Taylor Swift","Karma","Taylor Swift",5,160,62,"2866658",2024-02-08
120,"spotify:track:5UWwZ5lm5PKu6eKsHAGxOk","Foo Fighters","Everlong","RCA Records Label",60,120,78,"2864141",2024-02-08
121,"spotify:track:0RiRZpuVRbi7oqRdSMwhQY","Post Malone, Swae Lee","Sunflower - Spider-Man: Into the Spider-Verse","Republic Records",1,109,273,"2847893",2024-02-08
122,"spotify:track:4S4QJfBGGrC8jRIjJHf1Ka","PinkPantheress","Pain","Parlophone UK",48,140,37,"2844555",2024-02-08
123,"spotify:track:2M9ro2krNb7nr7HSprkEgo","Tracy Chapman","Fast Car","Elektra Records",123,-1,1,"2808218",2024-02-08
124,"spotify:track:6QeYSvYqYUsfBzsApbjDHO","TV Girl","Cigarettes out the Window","TV Girl",94,112,16,"2806832",2024-02-08
125,"spotify:track:5ZJGv7aGdIr9IGpxzSG18T","Nicki Minaj, Lil Uzi Vert","Everybody (feat. Lil Uzi Vert)","Republic Records",27,79,9,"2805026",2024-02-08
126,"spotify:track:4MjDJD8cW7iVeWInc2Bdyj","Bad Bunny","MONACO","Rimas Entertainment LLC",2,96,17,"2804226",2024-02-08
127,"spotify:track:7mXuWTczZNxG5EDcjFEuJR","Peso Pluma, Gabito Ballesteros, Junior H","LADY GAGA","Double P Records",7,102,33,"2788836",2024-02-08
128,"spotify:track:7DfFc7a6Rwfi3YQMRbDMau","Frank Ocean","Thinkin Bout You","Red Zone Entertainment / IDJ",89,94,6,"2785285",2024-02-08
129,"spotify:track:2Evk4YMwD4zjjha2k3dbV7","Christian Borle, Amir Talai, Joel Perez, Andrew Underberg, Sam Haft","Stayed Gone","A24 Music",129,-1,1,"2779535",2024-02-08
130,"spotify:track:4SqWKzw0CbA05TGszDgMlc","The Walters","I Love You So","Warner Records",9,149,75,"2769936",2024-02-08
131,"spotify:track:3QQAeMQbbjZXVFbF8DgFWT","Oscar Ortiz, Edgardo Nuñez","FIRST LOVE","Badsin Records, LLC",129,129,3,"2760290",2024-02-08
132,"spotify:track:1Y1jtaZOJYgXBl7lKdLc9o","Lil Yachty","A Cold Sunday","Quality Control Music/Motown Records",132,-1,1,"2747261",2024-02-08
133,"spotify:track:0gEyKnHvgkrkBM6fbeHdwK","The Cranberries","Linger","Island Records",133,157,2,"2744317",2024-02-08
134,"spotify:track:42TtHTxWk782ZBiqyOi2d1","Zach Bryan, Maggie Rogers","Dawns (feat. Maggie Rogers)","Warner Records",17,124,35,"2741933",2024-02-08
135,"spotify:track:3fqwjXwUGN6vbzIwvyFMhx","Chris Stapleton","Tennessee Whiskey","Mercury Nashville",92,130,140,"2730488",2024-02-08
136,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",3,107,146,"2714291",2024-02-08
137,"spotify:track:2Hh3ETdQKrmSI3QS0hme7g","Metro Boomin, Future, Don Toliver","Too Many Nights (feat. Don Toliver & with Future)","Republic Records",10,133,61,"2711692",2024-02-08
138,"spotify:track:17cia5k4BpGVlyEfqrFH50","Olivia Rodrigo","Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes","Lions Gate Entertainment Inc. under exclusive license to Geffen Records",21,101,14,"2686901",2024-02-08
139,"spotify:track:6Qyc6fS4DsZjB2mRW9DsQs","The Goo Goo Dolls","Iris","Warner Records",131,-1,16,"2676265",2024-02-08
140,"spotify:track:5jfhLCSIFUO4ndzNRh4w4G","Zach Bryan","Burn, Burn, Burn","Warner Records",68,122,26,"2667927",2024-02-08
141,"spotify:track:4loIMejzvt11s97SGVEat8","Xavi, Los Dareyes De La Sierra","Poco A Poco","Interscope Records",115,132,5,"2664831",2024-02-08
142,"spotify:track:3pXF1nA74528Edde4of9CC","Bryson Tiller","Don't","TrapSoul/RCA Records",82,158,120,"2656992",2024-02-08
143,"spotify:track:5Se32hEA9raeboZerywxka","Drake","You Broke My Heart","OVO/Republic",12,125,12,"2656643",2024-02-08
144,"spotify:track:6PGoSes0D9eUDeeAafB2As","Kendrick Lamar, Zacari","LOVE. FEAT. ZACARI.","Aftermath",5,142,168,"2650736",2024-02-08
145,"spotify:track:5wG3HvLhF6Y5KTGlK0IW3J","Metro Boomin, Travis Scott, Young Thug","Trance (with Travis Scott & Young Thug)","Republic Records",20,128,54,"2650578",2024-02-08
146,"spotify:track:5wttBUDyaHAR5q9fYnN3YF","21 Savage, Summer Walker","prove it","Slaughter Gang, LLC/Epic Records",39,136,4,"2647324",2024-02-08
147,"spotify:track:58ge6dfP91o9oXMzq3XkIS","Arctic Monkeys","505","Domino/Warner Records",18,139,160,"2617608",2024-02-08
148,"spotify:track:7fveJ3pk1eSfxBdVkzdXZ0","Morgan Wallen, ERNEST","Cowgirls (feat. ERNEST)","Big Loud Records / Mercury Records / Republic Records",32,134,42,"2610548",2024-02-08
149,"spotify:track:3qQbCzHBycnDpGskqOWY0E","Eslabon Armado, Peso Pluma","Ella Baila Sola","DEL Records",1,111,47,"2604351",2024-02-08
150,"spotify:track:43iIQbw5hx986dUEZbr3eN","Laufey","From The Start","Laufey",45,171,29,"2596375",2024-02-08
151,"spotify:track:6pcywuOeGGWeOQzdUyti6k","21 Savage, Metro Boomin","Glock In My Lap","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",8,148,69,"2593479",2024-02-08
152,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,159,94,"2591615",2024-02-08
153,"spotify:track:4RvWPyQ5RL0ao9LPZeSouE","Tears For Fears","Everybody Wants To Rule The World","UMC (Universal Music Catalogue)",49,-1,77,"2589903",2024-02-08
154,"spotify:track:0W4NhJhcqKCqEP2GIpDCDq","Keyshia Cole","Love","A&M (UC)",150,167,8,"2583195",2024-02-08
155,"spotify:track:1TE8AAk9koG0UJco6ZAUfx","Bailey Zimmerman","Rock and A Hard Place","Warner Music Nashville/Elektra",26,166,84,"2576619",2024-02-08
156,"spotify:track:5mCPDVBb16L4XQwDdbRUpz","Drake","Passionfruit","Cash Money Records/Young Money Ent./Universal Rec.",1,152,128,"2569566",2024-02-08
157,"spotify:track:4osgfFTICMkcGbbigdsa53","Frank Ocean","Novacane","Red Zone Entertainment / IDJ",90,127,33,"2567807",2024-02-08
158,"spotify:track:4dtIxANFBU6CfhI9c2hf2g","Dylan Gossett","Coal","Dylan Gossett",145,145,5,"2564036",2024-02-08
159,"spotify:track:7fBv7CLKzipRk6EC6TWHOB","The Weeknd","The Hills","Universal Republic Records",27,135,123,"2559682",2024-02-08
160,"spotify:track:5FkoSXiJPKTNyYgALRJFhD","Baby Keem","ORANGE SODA","Baby Keem LLC",54,198,80,"2555273",2024-02-08
161,"spotify:track:1DgtQlVNotingln271ZKCx","Chris Stapleton","White Horse","Mercury Nashville",45,117,14,"2550205",2024-02-08
162,"spotify:track:34Yl756FwYuZldE9xnshj5","Artemas","if u think i'm pretty","10K Projects",162,-1,1,"2546770",2024-02-08
163,"spotify:track:1zgHn1EqUyA0HqNYMdJ5ia","Brent Faiyaz","Best Time","ISO Supremacy under exclusive license to UnitedMasters LLC",163,-1,1,"2545151",2024-02-08
164,"spotify:track:3hUxzQpSfdDqwM3ZTFQY0K","Taylor Swift","august","Taylor Swift",6,-1,59,"2542807",2024-02-08
165,"spotify:track:1v4m9GLt7lpFM5iOvwQZrU","Aimee Carty","2 days into college","Aimee Carty",165,-1,1,"2533951",2024-02-08
166,"spotify:track:6RcAHyC5sAUIbPTkhOQwd8","Junior H","Y LLORO","WEA Latina",95,114,13,"2526885",2024-02-08
167,"spotify:track:4tqcoej1zPvwePZCzuAjJd","J. Cole","Wet Dreamz","Roc Nation Records LLC",69,143,120,"2520983",2024-02-08
168,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Cactus Jack / Epic",8,163,280,"2520802",2024-02-08
169,"spotify:track:0M7mWKqwTIaVjYyxfZmtTa","Toby Keith","Courtesy Of The Red, White And Blue (The Angry American)","DreamWorks Nashville",169,-1,2,"2516343",2024-02-08
170,"spotify:track:0MIp9iBm1V41ERxkZnmSUG","Warren Zeiders","Pretty Little Poison","Warner Records",116,126,6,"2515700",2024-02-08
171,"spotify:track:7sO5G9EABYOXQKNPNiE9NR","Offset, Metro Boomin","Ric Flair Drip (with Metro Boomin)","Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",4,168,210,"2511725",2024-02-08
172,"spotify:track:4BP3uh0hFLFRb5cjsgLqDh","Creedence Clearwater Revival","Fortunate Son","Craft Recordings",107,183,12,"2505890",2024-02-08
173,"spotify:track:0JmnkIqdlnUzPaf8sqBRs3","Kali Uchis","Moonlight","Geffen Records",27,141,50,"2503729",2024-02-08
174,"spotify:track:35PKfoynRpVFoAUE3D5Kc6","Hozier","Work Song","Columbia",174,-1,1,"2501625",2024-02-08
