rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week
175,"spotify:track:5mCPDVBb16L4XQwDdbRUpz","Drake","Passionfruit","Cash Money Records/Young Money Ent./Universal Rec.",1,127,118,"2301421",2023-10-19
176,"spotify:track:0HEytGQM3bG1vKxER7IgVK","Zach Bryan, The Lumineers","Spotless (feat. The Lumineers)","Warner Records",7,141,8,"2293093",2023-10-19
177,"spotify:track:1s7oOCT8vauUh01PbJD6ps","Rema, Selena Gomez","Calm Down (with Selena Gomez)","Mavin Records / Jonzing World",25,145,57,"2289790",2023-10-19
178,"spotify:track:70LcF31zb1H0PyJoS1Sx1r","Radiohead","Creep","XL Recordings",159,182,10,"2286983",2023-10-19
179,"spotify:track:69qvqJ61NqTtr1eO29tapa","Ivan Cornejo","Donde Estás","Interscope Records",179,-1,1,"2280201",2023-10-19
180,"spotify:track:2Hh3ETdQKrmSI3QS0hme7g","Metro Boomin, Future, Don Toliver","Too Many Nights (feat. Don Toliver & with Future)","Republic Records",10,166,46,"2260617",2023-10-19
181,"spotify:track:6PGoSes0D9eUDeeAafB2As","Kendrick Lamar, Zacari","LOVE. FEAT. ZACARI.","Aftermath",5,185,156,"2249240",2023-10-19
182,"spotify:track:6NFyWDv5CjfwuzoCkw47Xf","Taylor Swift","Delicate","Big Machine Records, LLC",23,-1,35,"2235757",2023-10-19
183,"spotify:track:4RvWPyQ5RL0ao9LPZeSouE","Tears For Fears","Everybody Wants To Rule The World","UMC (Universal Music Catalogue)",49,173,69,"2234794",2023-10-19
184,"spotify:track:6RcAHyC5sAUIbPTkhOQwd8","Junior H","Y LLORO","WEA Latina",150,150,2,"2231255",2023-10-19
185,"spotify:track:4PMqSO5qyjpvzhlLI5GnID","SZA","Good Days","Top Dawg Entertainment/RCA Records",1,178,119,"2230881",2023-10-19
186,"spotify:track:0VE4kBnHJUgtMf0dy6DRmW","Taylor Swift","Getaway Car","Big Machine Records, LLC",129,-1,14,"2219189",2023-10-19
187,"spotify:track:2l48XirhkqQ5qRqtwItNXn","Ken Carson, Destroy Lonely","Paranoid (feat. Destroy Lonely)","Opium/Interscope Records",187,-1,1,"2218397",2023-10-19
188,"spotify:track:7bPp2NmpmyhLJ7zWazAXMu","Peso Pluma, Grupo Frontera","TULUM","Double P Records",33,146,16,"2214635",2023-10-19
189,"spotify:track:7fveJ3pk1eSfxBdVkzdXZ0","Morgan Wallen, ERNEST","Cowgirls (feat. ERNEST)","Big Loud Records / Mercury Records / Republic Records",32,149,33,"2210157",2023-10-19
190,"spotify:track:5sdQOyqq2IDhvmx2lHOpwd","NewJeans","Super Shy","ADOR",12,164,15,"2206916",2023-10-19
191,"spotify:track:0fCwTrRNfoNk962ati8n2K","Tyler Childers","All Your'n","Hickman Holler Records/RCA Records",115,162,35,"2199062",2023-10-19
192,"spotify:track:2wAJTrFhCnQyNSD3oUgTZO","J. Cole","Work Out","Roc Nation LLC",101,180,62,"2196509",2023-10-19
193,"spotify:track:5MwynWK9s4hlyKHqhkNn4A","Morgan Wallen","Chasin' You","Big Loud Records",55,159,138,"2193634",2023-10-19
194,"spotify:track:3fqwjXwUGN6vbzIwvyFMhx","Chris Stapleton","Tennessee Whiskey","Mercury Nashville",92,181,129,"2185368",2023-10-19
195,"spotify:track:3Qu3Zh4WTKhP9GEXo0aDnb","Morgan Wallen","Thought You Should Know","Big Loud Records / Mercury Records / Republic Records",17,168,76,"2182757",2023-10-19
196,"spotify:track:3wlIAXSDtlD9iU8ysld06Z","Peso Pluma, Jasiel Nuñez, Junior H","BIPOLAR","Double P Records",76,163,6,"2182001",2023-10-19
197,"spotify:track:2tgQaL85WoRfgEa4hFQgrE","Tyler Childers","Feathered Indians","Hickman Holler Records",114,175,34,"2172047",2023-10-19
198,"spotify:track:2JvzF1RMd7lE3KmFlsyZD8","J. Cole","MIDDLE CHILD","Dreamville, Inc., Under exclusive license to Roc Nation Records",1,172,196,"2169405",2023-10-19
199,"spotify:track:4osgfFTICMkcGbbigdsa53","Frank Ocean","Novacane","Red Zone Entertainment / IDJ",90,188,21,"2167631",2023-10-19
200,"spotify:track:2QfX9Pdz3q66fN3kCXl0Js","Zach Bryan","Revival","Warner Records",124,176,9,"2164232",2023-10-19
