rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
191,"spotify:track:6J2LdBN97cDWn0MLxYh9HB","Noah Cyrus","July","Records/Columbia",56,168,76,"2471790"
192,"spotify:track:1k1Bqnv2R0uJXQN4u6LKYt","Bill Withers","Ain't No Sunshine","Columbia/Legacy",86,172,3,"2467172"
193,"spotify:track:3hUxzQpSfdDqwM3ZTFQY0K","Taylor Swift","august","Taylor Swift",6,-1,60,"2461132"
194,"spotify:track:43iIQbw5hx986dUEZbr3eN","Laufey","From The Start","Laufey",45,-1,35,"2459096"
195,"spotify:track:4dtIxANFBU6CfhI9c2hf2g","Dylan Gossett","Coal","Dylan Gossett",78,139,16,"2457959"
196,"spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW","XXXTENTACION","Revenge","Bad Vibes Forever / EMPIRE",25,179,88,"2457506"
197,"spotify:track:7yq4Qj7cqayVTp3FF9CWbm","Vance Joy","Riptide","Atlantic Records",67,-1,51,"2457016"
198,"spotify:track:103u49mLoJUge83B1CnLxI","HARDY","TRUCK BED","Big Loud Records / Big Loud Rock",125,-1,23,"2456844"
199,"spotify:track:5RqSsdzTNPX1uzkmlHCFvK","KAROL G, Peso Pluma","QLONA","Bichota/Interscope Records",16,159,36,"2452499"
200,"spotify:track:1zgHn1EqUyA0HqNYMdJ5ia","Brent Faiyaz","Best Time","ISO Supremacy under exclusive license to UnitedMasters LLC",113,-1,9,"2448776"
